StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q0_Consent,GenViciousEval,LSViciousEval,SEAVicious,GenVirtuousEval,LSVirtuousEval,SEAVirtuousEval,GenRecklessEval,LSRecklessEval,SEARecklessEval,GenCourageousEval,LSCourageousEval,SEACourageousEval,GenSelfishEval,LSSelfishEval,SEASelfishEval,GenGenerousEval,LSGenerousEval,SEAGenerousEval,GenCruelEval,LSCruelEval,SEACruelEval,GenCompassionateEval,LSCompassionateEval,SEACompassionateEval,GenRudeEval,LSRudeEval,SEARudeEval,GenFriendlyEval,LSFriendlyEval,SEAFriendlyEval,GenManipulativeEval,LSManipulativeEval,SEAManipulativeEval,GenHonestEval,LSHonestEval,SEAHonestEval,M_GenViciousEval,M_LSViciousEval,M_SEAViciousEval,M_GenVirtuousEval,M_LSVirtuousEval,M_SEAVirtuousEval,M_GenRecklessEval,M_LSRecklessEval,M_SEARecklessEval,M_GenCourageousEval,M_LSCourageousEval,M_SEACourageousEval,M_GenSelfishEval,M_LSSelfishEval,M_SEASelfishEval,M_GenGenerousEval,M_LSGenerousEval,M_SEAGenerousEval,M_GenCruelEval,M_LSCruelEval,M_SEACruelEval,M_GenCompassionateEv,M_LSCompassionateEva,M_SEACompassionateEv,M_GenRudeEval,M_LSRudeEval,M_SEARudeEval,M_GenFriendlyEval,M_LSFriendlyEval,M_SEAFriendlyEval,M_GenManipulativeEva,M_LSManipulativeEval,M_SEAManipulativeEva,M_GenHonestEval,M_LSHonestEval,M_SEAHonestEval,QuantSliderEval_1,M_QuantSliderEval_1,CharacterSpeakerEval,NaturallyGoodBadEval,Q44,Q45,Q46
2020-04-24 16:53:41,2020-04-24 16:58:43,0,23.122.220.50,100,302,1,2020-04-24 16:58:43,R_3JdWvWuCRfqmxfk,,,,,42.253204345703125,-84.38770294189453125,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,1,1,2,English,24
2020-04-24 16:57:16,2020-04-24 16:58:45,0,65.249.173.12,100,89,1,2020-04-24 16:58:46,R_3IWhhwzqUcO9fxx,,,,,34.029693603515625,-84.1468963623046875,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,56,2,1,2,ENGLISH,27
2020-04-24 16:56:15,2020-04-24 16:58:56,0,63.231.81.106,100,160,1,2020-04-24 16:58:56,R_2Vr6Qo7Do7abfRI,,,,,39.924102783203125,-105.06390380859375,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,50,1,1,2,English,42
2020-04-24 16:57:57,2020-04-24 16:59:08,0,162.205.160.44,100,70,1,2020-04-24 16:59:09,R_abA2zGcQYAAjUCR,,,,,37.122894287109375,-93.475799560546875,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,3,2,1,English,42
2020-04-24 16:55:38,2020-04-24 16:59:10,0,47.186.111.235,100,211,1,2020-04-24 16:59:10,R_2PBYg2v4pMtfBfL,,,,,33.003204345703125,-96.54340362548828125,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,1,2,2,english,31
2020-04-24 16:57:18,2020-04-24 16:59:17,0,207.244.92.213,100,119,1,2020-04-24 16:59:17,R_yqHWpycVGMBubkd,,,,,38.861602783203125,-77.26629638671875,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,2,1,1,English Language,44
2020-04-24 16:53:33,2020-04-24 16:59:50,0,173.170.39.44,100,376,1,2020-04-24 16:59:50,R_2U41eeymZaguvSQ,,,,,28.479705810546875,-82.5561981201171875,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,99,2,1,2,english,50
2020-04-24 16:58:55,2020-04-24 17:00:17,0,172.92.213.228,100,82,1,2020-04-24 17:00:18,R_2TYtGSg3R5Gw3M5,,,,,48.506195068359375,-122.6291046142578125,anonymous,EN,1,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,3,1,2,English,51
2020-04-24 16:59:47,2020-04-24 17:00:38,0,71.15.43.201,100,50,1,2020-04-24 17:00:38,R_2pWeN7DLo4yECTq,,,,,30.2790985107421875,-89.7678985595703125,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,2,2,1,English,36
2020-04-24 16:58:43,2020-04-24 17:00:48,0,173.166.138.226,100,125,1,2020-04-24 17:00:49,R_1IzqDhNOo481jeY,,,,,39.364105224609375,-77.46219635009765625,anonymous,EN,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,,1,1,1,English,35
2020-04-24 16:59:02,2020-04-24 17:00:58,0,198.7.58.83,100,115,1,2020-04-24 17:00:58,R_1r2mTNPkn4JYD0N,,,,,38.9095001220703125,-77.04360198974609375,anonymous,EN,1,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,2,2,2,English,48
2020-04-24 16:59:42,2020-04-24 17:01:28,0,45.37.109.192,100,105,1,2020-04-24 17:01:28,R_3KoJZDnDGoeJiNS,,,,,35.9152984619140625,-79.03859710693359375,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,English,40
2020-04-24 17:01:08,2020-04-24 17:01:38,0,74.101.223.76,100,29,1,2020-04-24 17:01:38,R_D8GVipJfr2GBZJv,,,,,40.808807373046875,-73.91950225830078125,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,1,1,1,english,28
2020-04-24 16:52:16,2020-04-24 17:01:41,0,185.242.5.99,100,565,1,2020-04-24 17:01:42,R_3snUZvSinMM3lkF,,,,,36.1685028076171875,-115.11640167236328125,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,61,1,1,1,english,31
2020-04-24 17:00:08,2020-04-24 17:02:02,0,216.49.19.156,100,113,1,2020-04-24 17:02:02,R_2aUEu4i7ZDVQCe0,,,,,40.9485015869140625,-75.9564971923828125,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,1,1,1,english,74
2020-04-24 17:01:51,2020-04-24 17:02:24,0,98.242.62.47,100,33,1,2020-04-24 17:02:24,R_2wbEe1vk1b4zbkY,,,,,36.75390625,-119.70849609375,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,44,1,1,1,English,28
2020-04-24 17:01:03,2020-04-24 17:03:12,0,107.173.168.103,100,128,1,2020-04-24 17:03:16,R_2f1YiY1HQwXbXXx,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,2,1,2,english,34
2020-04-24 17:01:37,2020-04-24 17:03:49,0,174.101.136.173,100,131,1,2020-04-24 17:03:49,R_3rHdSlXGvB7l3Oe,,,,,39.1804962158203125,-84.41770172119140625,anonymous,EN,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,English,25
2020-04-24 17:03:36,2020-04-24 17:04:06,0,99.58.42.214,100,29,1,2020-04-24 17:04:21,R_rdLPl7GvcgK3OTf,,,,,30.21209716796875,-95.52629852294921875,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,English,30
2020-04-24 17:03:30,2020-04-24 17:04:11,0,12.145.182.27,100,40,1,2020-04-24 17:04:21,R_usk1ufns88x0Wit,,,,,42.8253936767578125,-88.7335968017578125,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,38,2,1,1,english,25
2020-04-24 17:02:40,2020-04-24 17:04:35,0,98.201.129.179,100,114,1,2020-04-24 17:04:35,R_DpB8lV48VaX23MB,,,,,29.7805023193359375,-95.51290130615234375,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,1,1,1,English,28
2020-04-24 17:02:57,2020-04-24 17:04:48,0,154.158.194.154,100,110,1,2020-04-24 17:04:55,R_bJlh4jfz5PCXn0J,,,,,-1.2841033935546875,36.8155059814453125,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,english,26
2020-04-24 17:02:35,2020-04-24 17:04:54,0,73.161.248.156,100,139,1,2020-04-24 17:04:55,R_3iP7y6IUXWBbXBn,,,,,42.5579986572265625,-82.9980010986328125,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,English,36
2020-04-24 17:04:02,2020-04-24 17:05:26,0,131.148.59.187,100,84,1,2020-04-24 17:05:27,R_1hX4YGdcnGAkecV,,,,,28.2454071044921875,-81.283203125,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,78,1,1,1,English,26
2020-04-24 17:03:33,2020-04-24 17:05:48,0,72.74.195.223,100,135,1,2020-04-24 17:05:58,R_3EKGf67MT5ILDFA,,,,,42.085693359375,-70.99900054931640625,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,55,2,1,2,English,65
2020-04-24 17:03:42,2020-04-24 17:06:09,0,172.58.142.164,100,146,1,2020-04-24 17:06:09,R_29rJ4PcXPu0Ais1,,,,,41.690399169921875,-87.61569976806640625,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,1,1,1,English,39
2020-04-24 17:06:04,2020-04-24 17:06:44,0,45.16.2.23,100,40,1,2020-04-24 17:06:45,R_2Cku9GvsB5vDdrp,,,,,32.9474945068359375,-96.44069671630859375,anonymous,EN,1,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,1,1,1,english,36
2020-04-24 17:06:00,2020-04-24 17:07:09,0,172.115.227.186,100,69,1,2020-04-24 17:07:10,R_cvTjEtYFyKVJUtz,,,,,33.4947967529296875,-117.09539794921875,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,1,1,1,English,39
2020-04-24 17:05:25,2020-04-24 17:07:24,0,24.8.218.75,100,119,1,2020-04-24 17:07:37,R_2WYwPdhpuOz7rN3,,,,,39.6562042236328125,-104.78659820556640625,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,1,1,2,english,34
2020-04-24 17:06:40,2020-04-24 17:07:40,0,71.84.150.235,100,60,1,2020-04-24 17:07:40,R_2sSbDYT8EJT2T6m,,,,,32.887603759765625,-97.21320343017578125,anonymous,EN,1,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,2,1,2,english,34
2020-04-24 17:05:19,2020-04-24 17:08:11,0,5.62.59.22,100,171,1,2020-04-24 17:08:11,R_2fJJYFsoed8z84h,,,,,32.3011932373046875,-90.18340301513671875,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,English,27
2020-04-24 16:07:34,2020-04-24 17:08:24,0,148.74.67.218,100,3650,1,2020-04-24 17:08:24,R_2dne5fBWYBmo3Pj,,,,,40.69140625,-73.372802734375,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,50,1,2,2,English,47
2020-04-24 17:07:55,2020-04-24 17:09:50,0,63.227.139.133,100,115,1,2020-04-24 17:09:57,R_sKYZxbfggZf8FMt,,,,,39.023406982421875,-104.692596435546875,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,1,1,2,English,58
2020-04-24 17:06:43,2020-04-24 17:09:51,0,73.164.85.175,100,188,1,2020-04-24 17:09:57,R_tSTFcBzsVqj66qd,,,,,44.8282928466796875,-93.09400177001953125,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,1,1,2,english,58
2020-04-24 17:08:08,2020-04-24 17:10:02,0,71.215.137.158,100,114,1,2020-04-24 17:10:02,R_ByN3ctDYg5TZ2iB,,,,,26.6067047119140625,-81.9506988525390625,anonymous,EN,1,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,"English ",54
2020-04-24 17:06:12,2020-04-24 17:11:02,0,173.90.96.12,100,290,1,2020-04-24 17:11:02,R_XvoFuEOaN35mnDz,,,,,41.32220458984375,-80.74430084228515625,anonymous,EN,1,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,1,2,1,English,28
2020-04-24 17:09:20,2020-04-24 17:12:06,0,71.215.43.20,100,166,1,2020-04-24 17:12:06,R_3fr8LucPlao8Y0Z,,,,,27.18609619140625,-81.86669921875,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,3,1,1,English,30
2020-04-24 17:08:57,2020-04-24 17:12:34,0,72.192.214.31,100,217,1,2020-04-24 17:12:34,R_2YOZfgf7u2qDTrt,,,,,38.8262939453125,-77.21109771728515625,anonymous,EN,1,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,1,1,1,English,33
2020-04-24 17:11:10,2020-04-24 17:12:41,0,68.62.148.123,100,91,1,2020-04-24 17:12:42,R_3ESeZdzC6YUeCHB,,,,,33.2716064453125,-87.53620147705078125,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,1,2,1,English,32
2020-04-24 17:11:25,2020-04-24 17:12:59,0,76.205.173.186,100,94,1,2020-04-24 17:13:03,R_3nAjGsoGQ8I8D7v,,,,,30.4031982421875,-97.75299835205078125,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1,1,2,English and Spanish (bilingual),41
2020-04-24 17:10:28,2020-04-24 17:13:29,0,68.47.214.52,100,180,1,2020-04-24 17:13:32,R_1hyWG8CmMYga4kD,,,,,37.6875,-85.87470245361328125,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,1,2,1,English,27
2020-04-24 17:11:42,2020-04-24 17:13:45,0,172.88.92.51,100,122,1,2020-04-24 17:13:45,R_1H5KXyQJfRvE9Aj,,,,,33.751800537109375,-117.993194580078125,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,72,1,1,1,vietnamese,43
2020-04-24 17:13:34,2020-04-24 17:14:32,0,52.201.232.39,100,58,1,2020-04-24 17:14:34,R_1gqmsGacWxoOAFe,,,,,39.048095703125,-77.47280120849609375,anonymous,EN,1,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,3,1,1,english,37
2020-04-24 17:13:39,2020-04-24 17:14:46,0,73.230.252.248,100,67,1,2020-04-24 17:14:46,R_2rjAbld4IUk0kME,,,,,39.907196044921875,-77.6360015869140625,anonymous,EN,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,3,2,1,English,36
2020-04-24 17:13:47,2020-04-24 17:14:49,0,173.21.101.160,100,61,1,2020-04-24 17:14:49,R_d0WlCpN8zLHn2HD,,,,,37.166107177734375,-93.24579620361328125,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,1,2,1,English,25
2020-04-24 17:13:43,2020-04-24 17:14:55,0,99.1.33.116,100,72,1,2020-04-24 17:14:55,R_1JVNqkRlOF2hujV,,,,,34.0240020751953125,-84.23960113525390625,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,90,1,2,2,english,32
2020-04-24 17:12:45,2020-04-24 17:14:55,0,73.140.38.58,100,129,1,2020-04-24 17:14:55,R_QgBs6TQfA0iTDgd,,,,,47.61700439453125,-117.36100006103515625,anonymous,EN,1,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,1,2,3,English,28
2020-04-24 17:13:35,2020-04-24 17:14:55,0,71.113.133.164,100,80,1,2020-04-24 17:14:56,R_1BWAfFX8lEbxGrS,,,,,40.178802490234375,-77.00469970703125,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,3,2,2,english,52
2020-04-24 17:15:01,2020-04-24 17:15:59,0,174.54.31.207,100,57,1,2020-04-24 17:15:59,R_3HGPlH72Oxw1Tjm,,,,,40.109405517578125,-76.51309967041015625,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,1,2,2,English,39
2020-04-24 17:14:04,2020-04-24 17:16:00,0,104.185.40.159,100,116,1,2020-04-24 17:16:01,R_SB6tF7BltKYFTxv,,,,,36.6217041015625,-121.7935028076171875,anonymous,EN,1,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,1,1,1,English,40
2020-04-24 17:13:17,2020-04-24 17:16:09,0,66.229.245.109,100,172,1,2020-04-24 17:16:23,R_1pPQ6ueN7spH9Gg,,,,,26.268096923828125,-80.209197998046875,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0,2,1,1,English,62
2020-04-24 17:15:21,2020-04-24 17:16:09,0,76.188.183.215,100,47,1,2020-04-24 17:16:23,R_2pSQt3OBgT53B7h,,,,,41.4481048583984375,-82.0177001953125,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,English,38
2020-04-24 17:14:45,2020-04-24 17:16:09,0,108.18.238.3,100,84,1,2020-04-24 17:16:23,R_3rS28DUA7jqsBcv,,,,,38.956695556640625,-77.2277984619140625,anonymous,EN,1,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,1,2,2,English,27
2020-04-24 17:11:52,2020-04-24 17:16:23,0,174.60.36.200,100,270,1,2020-04-24 17:16:23,R_2rSbRVKSSmjUgyn,,,,,40.3361968994140625,-75.9152984619140625,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,2,1,2,English,45
2020-04-24 17:15:59,2020-04-24 17:16:51,0,76.30.209.54,100,52,1,2020-04-24 17:16:54,R_ymOGWCnA30OrzZn,,,,,29.97869873046875,-95.584503173828125,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,2,1,1,English,29
2020-04-24 17:12:45,2020-04-24 17:16:40,0,107.196.177.21,100,235,1,2020-04-24 17:16:54,R_3nwxbfrChGnqQ1u,,,,,37.3303985595703125,-121.7913055419921875,anonymous,EN,1,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,"ENGLISH ",26
2020-04-24 17:13:06,2020-04-24 17:16:40,0,99.95.233.164,100,213,1,2020-04-24 17:16:54,R_3etxpqK2TDde9os,,,,,29.772003173828125,-95.36440277099609375,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,1,1,1,English,30
2020-04-24 17:14:44,2020-04-24 17:17:00,0,67.231.200.151,100,136,1,2020-04-24 17:17:01,R_1dL9y5ZtHKuih9m,,,,,28.49859619140625,-81.53530120849609375,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,3,1,1,English,68
2020-04-24 17:16:01,2020-04-24 17:17:01,0,71.226.127.60,100,59,1,2020-04-24 17:17:01,R_pMqdrRSZF6XhLY5,,,,,32.30389404296875,-110.83679962158203125,anonymous,EN,1,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,1,1,1,English,28
2020-04-24 17:14:33,2020-04-24 17:17:10,0,73.162.16.69,100,156,1,2020-04-24 17:17:10,R_1Fn32SRktGN4Bvo,,,,,38.43609619140625,-122.6717987060546875,anonymous,EN,1,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,ENGLISH,52
2020-04-24 17:16:22,2020-04-24 17:17:10,0,67.149.244.41,100,47,1,2020-04-24 17:17:10,R_1IZthnE1GXt28vA,,,,,42.2761993408203125,-83.258697509765625,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,"English ",29
2020-04-24 17:16:00,2020-04-24 17:17:28,0,73.152.106.167,100,87,1,2020-04-24 17:17:28,R_1MQg9fFQ70kyt98,,,,,37.46380615234375,-77.39800262451171875,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,English,28
2020-04-24 17:15:30,2020-04-24 17:18:05,0,72.205.226.29,100,154,1,2020-04-24 17:18:05,R_xG7yxkgyODTtzfr,,,,,37.6383056640625,-97.26190185546875,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,50,2,1,1,English,40
2020-04-24 17:16:58,2020-04-24 17:18:08,0,24.95.161.130,100,70,1,2020-04-24 17:18:08,R_ezJH3Jz6Eyxy0I9,,,,,38.053802490234375,-83.9385986328125,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,1,1,2,english,26
2020-04-24 17:17:40,2020-04-24 17:18:59,0,47.149.206.225,100,79,1,2020-04-24 17:19:00,R_2wav3DySgivmSCH,,,,,33.7902984619140625,-118.12149810791015625,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,10,1,1,2,English,18
2020-04-24 17:17:56,2020-04-24 17:19:10,0,162.235.26.100,100,74,1,2020-04-24 17:19:10,R_2aULT1mMyeYYENO,,,,,30.4286956787109375,-90.17729949951171875,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,3,1,2,english,31
2020-04-24 17:17:47,2020-04-24 17:19:25,0,67.149.145.151,100,98,1,2020-04-24 17:19:29,R_1mRaOfcmctIkPwa,,,,,42.5579986572265625,-82.9980010986328125,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,1,1,1,english,37
2020-04-24 17:14:49,2020-04-24 17:20:05,0,73.80.63.8,100,315,1,2020-04-24 17:20:11,R_1Kx0J7UfO3Jkg2D,,,,,40.02960205078125,-74.88339996337890625,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,70,1,2,1,Ebglish,52
